chid,top1,top2,top3
10387378,37,6,2
10387423,2,25,15
10387458,37,10,12
10387484,2,25,19
10387503,37,15,2
10387575,37,10,36
10387576,12,37,2
10387643,2,15,37
10387673,15,6,48
10387695,13,15,12
10387762,48,10,15
10387821,15,39,19
10387906,36,37,15
10388078,37,13,10
10388097,48,2,37
10388109,10,15,13
10388122,10,39,15
10388127,37,36,15
10388281,36,37,15
10388306,37,36,22
10388307,37,36,12
10388341,15,2,48
10388468,37,15,2
10388568,37,2,22
10388586,37,19,2
10388614,37,48,2
10388622,36,48,15
10388660,37,2,15
10388692,10,37,36
10388730,15,2,48
10388755,21,36,26
10388801,37,15,2
10388967,12,36,6
10388975,37,2,22
10389043,37,2,36
10389093,36,37,15
10389097,37,36,15
10389343,48,15,12
10389370,15,37,2
10389382,13,15,10
10389383,26,37,15
10389391,37,12,19
10389401,36,10,48
10389504,37,15,36
10389586,10,36,15
10389599,37,2,15
10389729,48,10,15
10389745,15,37,10
10389746,2,15,10
10389782,36,15,10
10389844,37,15,2
10389849,48,36,15
10389853,36,2,15
10389868,15,25,39
10389952,37,2,15
10390016,48,37,2
10390193,37,2,15
10390210,37,13,36
10390273,2,15,37
10390346,36,15,2
10390410,10,36,48
10390453,48,2,37
10390486,10,37,6
10390498,10,37,2
10390522,10,37,12
10390649,36,10,18
10390747,48,10,2
10390774,36,37,15
10390832,48,15,2
10390868,37,15,2
10390904,36,37,48
10390987,15,2,10
10391029,37,10,15
10391040,10,36,12
10391060,36,10,15
10391210,37,15,48
10391366,48,22,2
10391407,36,37,15
10391430,13,36,37
10391453,37,19,39
10391476,37,19,15
10391492,10,48,36
10391498,2,15,19
10391526,37,48,2
10391528,37,36,2
10391577,37,2,15
10391596,37,21,2
10391598,37,15,2
10391643,37,10,2
10391767,10,2,6
10391788,2,48,37
10391856,37,10,2
10391899,36,10,15
10391922,25,2,37
10391939,2,37,15
10392053,2,37,10
10392062,10,6,2
10392089,36,37,48
10392091,37,2,15
10392092,48,10,15
10392150,37,15,2
10392206,2,15,10
10392231,19,2,15
10392459,37,15,48
10392482,36,2,10
10392521,2,37,15
10392609,10,36,18
10392619,48,37,15
10392627,48,10,37
10392636,37,36,19
10392664,37,15,36
10392714,37,36,15
10392765,13,15,10
10392767,36,10,15
10392775,36,15,48
10392860,36,2,18
10392946,37,19,15
10393062,2,36,37
10393091,36,15,48
10393133,37,2,15
10393180,36,37,15
10393205,36,15,12
10393236,36,22,37
10393267,37,10,12
10393299,36,37,15
10393311,37,2,15
10393332,37,22,15
10393446,37,6,2
10393520,15,37,10
10393564,37,2,15
10393598,2,15,13
10393619,10,2,15
10393705,2,37,15
10393840,10,2,13
10393867,36,10,12
10393979,2,10,48
10393988,15,37,10
10394032,15,12,2
10394059,37,48,15
10394224,37,15,2
10394267,37,15,12
10394277,37,36,2
10394327,10,15,39
10394401,2,15,10
10394419,37,36,15
10394494,37,36,2
10394501,2,48,25
10394620,37,18,39
10394686,37,15,2
10394783,37,48,2
10394801,36,13,10
10394878,10,15,48
10394880,48,37,2
10394891,36,15,13
10394913,10,18,19
10394943,37,15,39
10394945,36,37,2
10395084,37,36,2
10395145,15,10,2
10395170,15,2,26
10395296,10,15,48
10395343,13,37,36
10395396,37,15,2
10395462,48,2,36
10395481,37,2,36
10395493,22,15,10
10395494,37,22,19
10395497,36,37,2
10395502,48,2,37
10395569,15,37,2
10395573,37,10,48
10395584,39,2,37
10395744,12,36,26
10395868,37,10,48
10395885,37,2,15
10395903,36,15,2
10395916,37,18,2
10395965,15,21,2
10396052,2,37,15
10396063,37,15,36
10396073,36,15,10
10396210,36,15,37
10396242,2,37,15
10396247,36,37,15
10396269,2,37,15
10396270,37,2,15
10396361,37,48,2
10396382,36,13,10
10396495,36,37,2
10396537,37,10,15
10396574,36,37,15
10396581,36,37,2
10396605,19,2,15
10396659,13,48,10
10396673,15,37,2
10396708,12,15,39
10396750,37,19,2
10396796,37,2,15
10396818,37,10,2
10396922,37,48,15
10396935,10,12,37
10396982,48,19,39
10397001,2,19,6
10397112,37,10,26
10397129,36,2,15
10397269,36,37,15
10397345,37,21,2
10397429,10,48,39
10397444,15,2,18
10397453,37,2,15
10397504,15,36,10
10397549,2,15,10
10397566,18,10,2
10397595,15,36,10
10397721,37,10,15
10397777,37,13,15
10397786,15,37,21
10397827,21,19,2
10397933,13,37,48
10397959,2,13,48
10398089,36,15,2
10398094,2,15,26
10398105,37,15,10
10398117,48,15,2
10398227,2,37,10
10398379,37,13,2
10398442,37,2,15
10398470,10,37,15
10398492,48,2,36
10398505,2,48,10
10398576,10,37,2
10398578,12,48,36
10398598,2,37,36
10398716,37,36,15
10398771,10,39,37
10398785,37,15,2
10398851,36,15,37
10398862,36,37,15
10398897,12,37,2
10398935,36,48,13
10398949,37,36,15
10398965,48,15,13
10398967,37,15,2
10399017,37,18,10
10399075,37,48,15
10399124,37,15,2
10399189,36,13,37
10399215,2,15,10
10399392,36,48,13
10399546,48,2,15
10399564,36,15,13
10399575,10,36,21
10399620,36,2,37
10399715,10,37,2
10399734,10,48,12
10399874,36,48,10
10399960,36,37,25
10399989,37,15,22
10400063,37,2,15
10400085,36,10,48
10400123,37,48,15
10400191,48,37,2
10400239,2,15,10
10400320,10,2,37
10400322,10,37,2
10400343,37,2,15
10400396,36,2,37
10400478,36,10,15
10400488,37,15,48
10400508,10,12,37
10400513,37,48,36
10400664,2,19,12
10400742,37,15,12
10400781,36,10,15
10400872,37,2,15
10400888,37,2,15
10400950,37,2,15
10400993,48,15,2
10400994,37,15,39
10401041,36,37,2
10401118,15,37,2
10401123,13,37,15
10401163,37,10,15
10401254,15,48,2
10401294,36,37,15
10401326,36,15,2
10401329,2,48,37
10401444,37,36,10
10401570,36,48,19
10401758,13,15,2
10401788,37,2,15
10401816,10,36,2
10401826,37,15,10
10401840,10,12,2
10401905,37,15,2
10401997,36,37,39
10402023,10,37,15
10402038,10,48,37
10402054,48,37,10
10402080,12,37,2
10402133,19,37,2
10402134,36,15,10
10402299,37,36,10
10402414,37,36,22
10402443,13,10,25
10402458,36,37,48
10402478,36,37,2
10402495,13,36,37
10402496,36,2,37
10402524,37,26,2
10402532,13,37,10
10402535,36,15,37
10402577,37,2,36
10402657,37,15,12
10402679,15,37,2
10402684,48,36,13
10402733,37,2,15
10402739,37,15,2
10402789,2,15,19
10402796,10,2,39
10402890,37,36,2
10402954,15,39,37
10402985,2,10,15
10402987,36,37,6
10403060,2,37,15
10403083,2,37,19
10403139,36,15,37
10403177,48,37,22
10403185,36,10,15
10403202,37,2,19
10403217,48,2,37
10403231,37,22,2
10403271,37,12,48
10403317,48,2,15
10403422,10,37,26
10403528,37,2,15
10403531,10,12,39
10403562,37,2,36
10403692,22,37,2
10403723,15,48,37
10403770,36,22,37
10403955,13,10,12
10404048,37,22,2
10404077,36,37,2
10404117,18,37,2
10404179,37,10,48
10404199,13,2,12
10404202,36,37,2
10404234,15,37,2
10404327,10,15,2
10404345,2,48,36
10404375,19,37,2
10404437,2,15,6
10404446,2,6,15
10404460,6,2,19
10404483,10,36,2
10404620,2,15,37
10404646,37,15,48
10404648,12,25,37
10404745,37,2,15
10404802,10,15,13
10404908,15,12,2
10405038,10,19,48
10405085,37,2,15
10405118,37,2,15
10405192,48,37,26
10405251,36,37,10
10405295,36,37,10
10405303,37,25,15
10405307,37,15,10
10405347,2,15,6
10405485,6,2,37
10405517,37,2,15
10405539,13,37,15
10405550,37,15,2
10405625,2,15,48
10405644,48,15,2
10405655,13,15,2
10405678,2,48,15
10405692,10,2,15
10405709,37,2,15
10405735,37,15,19
10405888,37,22,2
10405985,2,15,37
10406047,48,10,37
10406085,25,37,2
10406261,2,15,10
10406274,13,12,10
10406304,36,37,10
10406378,37,48,15
10406422,37,6,19
10406502,10,36,37
10406525,15,18,19
10406531,2,15,37
10406550,37,15,21
10406600,15,36,2
10406658,37,15,6
10406690,37,2,10
10406720,37,48,10
10406806,12,37,6
10406917,10,19,2
10406983,10,36,37
10406992,15,37,2
10407199,13,15,10
10407247,37,36,2
10407288,36,15,10
10407315,37,2,15
10407491,37,19,22
10407528,10,37,2
10407671,37,2,15
10407767,48,10,37
10407811,37,2,12
10407936,37,15,48
10407948,37,19,2
10407975,6,2,22
10408018,37,2,15
10408075,48,2,15
10408110,12,10,37
10408187,10,37,13
10408206,37,2,36
10408254,37,15,10
10408284,37,2,15
10408315,36,15,2
10408342,36,37,2
10408373,12,2,15
10408384,37,2,15
10408404,13,10,15
10408508,37,15,10
10408524,36,37,2
10408570,13,36,37
10408657,15,36,13
10408682,25,2,22
10408699,48,37,2
10408800,48,36,10
10408824,6,2,25
10408878,19,2,37
10408905,2,15,19
10408931,10,2,15
10409018,37,15,2
10409166,15,6,2
10409174,36,37,15
10409176,48,2,15
10409288,10,39,48
10409294,15,2,10
10409316,2,37,15
10409345,36,2,10
10409419,36,37,10
10409465,36,48,37
10409491,37,39,2
10409564,37,2,15
10409600,2,36,15
10409614,37,15,36
10409657,10,13,12
10409769,37,22,15
10409795,2,15,10
10409846,22,15,2
10409921,15,2,10
10410005,15,2,26
10410015,15,36,2
10410276,10,36,15
10410279,37,10,22
10410317,37,18,2
10410459,2,15,18
10410539,37,2,15
10410572,48,37,15
10410577,10,2,37
10410705,10,48,36
10410806,2,19,37
10410975,12,36,15
10411043,12,37,2
10411212,48,10,15
10411285,37,48,2
10411295,37,2,15
10411299,15,48,37
10411360,13,10,25
10411403,37,15,2
10411445,10,37,13
10411472,36,19,12
10411510,13,36,15
10411550,15,37,39
10411610,2,15,25
10411639,37,10,15
10411691,37,10,36
10411697,37,36,15
10411699,6,21,37
10411844,13,37,26
10411903,37,6,36
10411904,10,37,22
10411919,10,2,39
10411967,10,37,15
10412027,37,48,36
10412126,15,39,2
10412209,37,15,19
10412214,37,15,2
10412225,36,37,2
10412362,10,37,15
10412467,37,15,36
10412503,2,37,15
10412538,37,2,19
10412556,37,15,2
10412681,37,36,2
10412828,37,15,18
10412844,37,15,12
10412858,37,36,48
10412963,36,19,2
10413027,37,10,15
10413213,36,18,25
10413248,2,15,6
10413302,37,2,19
10413304,37,2,15
10413314,10,12,48
10413359,13,36,37
10413375,37,36,15
10413436,13,37,15
10413481,37,25,15
10413555,18,2,15
10413557,10,15,37
10413589,48,37,15
10413709,37,15,18
10413711,37,2,21
10413725,15,2,10
10413737,13,15,10
10413755,10,37,19
10413773,10,36,15
10413799,37,12,2
10413817,37,2,15
10413835,39,48,37
10413948,37,2,15
10413966,37,10,15
10414159,15,48,10
10414192,36,10,15
10414318,36,15,37
10414326,2,37,13
10414355,12,10,36
10414380,36,19,37
10414414,15,21,2
10414435,15,12,13
10414461,2,15,37
10414505,36,37,10
10414533,37,10,2
10414578,36,37,10
10414613,37,12,22
10414698,10,13,15
10414724,2,10,48
10414853,36,37,15
10414889,37,36,13
10414892,10,36,48
10414904,2,13,12
10414964,2,19,18
10415026,2,19,15
10415030,15,37,10
10415169,12,10,18
10415185,37,2,15
10415189,37,48,15
10415221,10,36,15
10415296,36,15,37
10415354,2,37,19
10415558,10,12,37
10415602,37,36,10
10415655,37,15,6
10415687,21,2,10
10415761,37,12,19
10415808,37,26,2
10415822,15,48,37
10415848,15,2,37
10415869,12,36,37
10415899,37,15,2
10415974,15,2,39
10416008,10,48,15
10416095,12,19,37
10416101,36,10,2
10416129,19,48,37
10416164,2,19,37
10416189,48,37,2
10416224,37,36,48
10416242,10,15,26
10416311,37,15,2
10416313,25,2,37
10416387,48,37,2
10416556,37,15,39
10416581,37,2,15
10416596,36,37,18
10416624,37,36,2
10416656,37,19,2
10416674,37,10,36
10416681,36,37,48
10416687,10,37,48
10416844,36,37,15
10416921,36,37,15
10417023,37,26,2
10417062,37,21,15
10417118,13,15,26
10417138,37,48,39
10417148,10,36,13
10417154,2,37,15
10417167,36,12,18
10417414,37,36,18
10417491,36,15,37
10417724,12,37,18
10417769,36,37,15
10417904,10,37,15
10417909,48,13,15
10417921,15,37,19
10417979,2,10,37
10417984,2,15,37
10418191,36,37,39
10418388,10,12,25
10418397,36,10,6
10418462,37,2,15
10418466,12,15,2
10418536,37,15,2
10418562,36,37,15
10418641,2,36,18
10418686,37,15,2
10418709,37,15,10
10418757,2,37,15
10418805,2,19,15
10418811,2,37,36
10418819,36,12,37
10418876,36,10,2
10418902,12,19,37
10418959,15,48,2
10418963,13,36,15
10418982,15,2,37
10418998,48,10,12
10419059,37,15,10
10419143,37,48,12
10419182,37,48,10
10419343,12,15,2
10419392,36,10,2
10419432,13,10,15
10419447,36,10,2
10419449,36,15,48
10419464,37,36,15
10419618,37,36,15
10419764,48,10,36
10419854,10,37,2
10419890,37,19,2
10419900,37,36,22
10419907,2,37,10
10419989,37,10,15
10420005,37,10,12
10420035,15,2,48
10420058,13,10,36
10420169,37,15,2
10420184,13,10,37
10420308,10,37,2
10420400,36,48,18
10420473,2,37,39
10420494,37,36,10
10420506,37,15,2
10420566,37,10,21
10420605,12,37,2
10420762,10,13,26
10420764,2,15,37
10420817,10,37,2
10420875,37,19,15
10420913,37,2,15
10420977,37,48,36
10421039,37,15,2
10421042,37,15,2
10421098,10,37,2
10421107,36,37,10
10421135,37,2,15
10421138,10,48,37
10421187,10,2,37
10421286,15,37,10
10421320,37,10,15
10421361,15,2,48
10421385,10,2,19
10421403,48,37,2
10421445,15,36,2
10421460,37,15,36
10421474,37,36,2
10421513,10,19,37
10421582,37,36,15
10421585,15,19,26
10421629,10,13,36
10421648,48,19,2
10421839,37,10,13
10421876,25,15,2
10422166,10,15,12
10422174,37,10,36
10422271,36,37,10
10422291,36,2,15
10422333,37,15,2
10422431,2,15,37
10422465,37,10,2
10422555,12,37,10
10422646,37,2,48
10422686,10,2,15
10422697,37,22,39
10422702,37,36,2
10422706,2,26,22
10422726,37,10,15
10422871,15,10,37
10422882,48,37,12
10422887,37,48,2
10422893,13,2,10
10422897,37,10,15
10422904,2,26,19
10422922,15,37,36
10422950,2,19,15
10422976,37,15,21
10422991,48,13,15
10423004,15,37,2
10423122,37,48,39
10423148,37,2,15
10423221,37,15,2
10423233,37,22,15
10423250,37,48,19
10423279,37,48,36
10423294,37,15,48
10423297,15,36,37
10423314,37,15,19
10423347,37,2,15
10423350,10,37,2
10423385,37,25,18
10423399,37,36,15
10423413,10,12,18
10423432,2,37,15
10423609,37,10,15
10423646,37,12,25
10423662,36,48,37
10423667,37,15,2
10423728,2,37,15
10423767,15,2,39
10423768,2,37,15
10423796,2,19,37
10423862,37,2,15
10423910,15,21,2
10423943,48,2,15
10423956,12,39,37
10424017,10,36,2
10424071,2,39,37
10424076,13,15,37
10424147,37,2,18
10424226,10,2,39
10424302,37,15,2
10424311,2,37,15
10424381,37,10,19
10424383,2,36,37
10424494,37,15,19
10424524,37,36,2
10424625,37,36,12
10424683,36,37,15
10424710,13,36,37
10424776,36,37,15
10424794,10,2,6
10424998,2,48,12
10425003,37,10,2
10425007,37,15,10
10425029,37,2,15
10425164,37,2,15
10425198,37,2,39
10425246,36,37,15
10425258,37,15,2
10425321,37,15,2
10425372,37,10,15
10425414,12,15,48
10425473,2,15,36
10425499,10,37,39
10425582,6,39,19
10425715,37,2,15
10425811,2,37,10
10425868,10,2,25
10425888,36,10,2
10425931,12,37,15
10426194,2,15,10
10426217,37,15,2
10426249,2,19,37
10426431,37,15,19
10426437,48,2,37
10426481,10,36,2
10426501,6,19,2
10426532,36,10,22
10426611,37,36,15
10426617,10,37,2
10426662,37,15,2
10426687,37,10,2
10426716,36,37,2
10426752,2,15,36
10426775,37,15,2
10426780,37,2,22
10426919,10,37,2
10426932,37,2,19
10426941,2,37,15
10426983,13,2,36
10427038,37,36,15
10427185,2,37,15
10427231,15,37,2
10427284,48,37,10
10427307,12,2,48
10427382,37,2,18
10427388,37,36,2
10427478,37,15,2
10427516,36,15,26
10427599,37,15,2
10427606,10,37,2
10427648,36,10,15
10427755,2,39,15
10427779,37,48,2
10427853,19,2,25
10427855,37,15,19
10427861,2,15,25
10427880,36,37,2
10427930,10,13,18
10427975,10,15,18
10428001,37,15,19
10428038,2,15,37
10428064,37,21,15
10428102,37,15,2
10428119,15,37,36
10428146,37,36,15
10428177,36,37,12
10428188,48,15,39
10428201,37,12,2
10428282,10,37,15
10428301,37,22,2
10428390,10,36,15
10428397,36,13,48
10428467,2,39,37
10428520,37,48,10
10428559,37,2,6
10428585,37,15,12
10428610,15,21,10
10428668,36,15,10
10428680,48,39,2
10428884,21,12,48
10428889,15,26,37
10428916,2,10,25
10429049,37,15,10
10429105,36,10,15
10429110,13,36,10
10429111,10,37,15
10429161,13,10,19
10429234,13,36,37
10429255,15,2,10
10429381,37,10,15
10429457,37,39,19
10429512,10,2,15
10429545,37,15,36
10429567,37,2,15
10429595,15,2,10
10429597,37,15,2
10429663,37,15,2
10429670,36,10,48
10429759,37,36,15
10429828,10,15,19
10429870,37,15,2
10429898,10,19,12
10429930,37,12,6
10429967,10,36,2
10430027,37,21,12
10430043,13,15,48
10430093,37,2,26
10430119,37,15,21
10430158,36,37,2
10430194,37,15,6
10430201,48,15,2
10430237,36,37,2
10430256,2,37,15
10430271,15,13,37
10430277,37,36,10
10430298,48,10,12
10430315,10,15,37
10430360,37,2,6
10430450,36,10,15
10430472,37,15,2
10430478,2,37,15
10430494,13,37,36
10430544,10,37,15
10430568,36,37,13
10430572,37,10,2
10430604,37,2,15
10430659,15,37,36
10430666,37,2,15
10430785,2,13,15
10430812,37,48,2
10430814,36,37,10
10430909,6,13,19
10430927,37,21,2
10430931,13,2,15
10430947,15,12,2
10431004,36,15,37
10431012,37,12,18
10431016,48,10,2
10431037,36,2,15
10431065,2,37,15
10431066,10,2,22
10431191,10,12,2
10431226,36,15,37
10431257,15,26,37
10431309,36,15,2
10431343,2,15,48
10431347,37,15,2
10431391,37,15,2
10431393,37,2,15
10431476,36,13,15
10431552,2,15,36
10431588,10,2,15
10431597,37,10,6
10431602,48,10,2
10431631,37,15,10
10431726,37,10,36
10431737,37,2,15
10431879,2,37,15
10432047,37,2,15
10432051,13,10,15
10432061,19,48,18
10432063,37,15,2
10432130,15,39,2
10432209,37,19,10
10432296,37,15,10
10432302,37,2,10
10432337,37,15,10
10432352,37,15,2
10432373,15,37,10
10432471,48,13,10
10432615,2,37,15
10432636,48,2,36
10432677,37,15,2
10432717,36,15,22
10432741,10,2,13
10432780,15,39,18
10432791,36,37,15
10432868,15,48,2
10432945,36,48,15
10432954,36,37,18
10433049,37,2,15
10433081,37,10,36
10433105,37,19,36
10433238,37,22,2
10433399,6,12,2
10433449,36,10,12
10433470,37,10,25
10433508,12,19,37
10433549,37,36,2
10433627,10,2,37
10433634,37,2,15
10433701,36,12,37
10433783,48,2,36
10433879,10,37,39
10433883,13,48,15
10434027,37,15,10
10434036,48,37,15
10434040,10,2,37
10434044,13,15,37
10434112,10,36,25
10434152,36,37,2
10434194,36,15,2
10434264,37,10,25
10434327,37,10,36
10434370,10,37,2
10434401,36,37,19
10434409,37,48,2
10434416,6,37,15
10434418,48,2,15
10434422,37,2,39
10434424,37,15,18
10434506,48,37,2
10434520,10,2,15
10434534,36,37,10
10434577,37,6,2
10434619,12,15,2
10434681,10,37,12
10434696,37,12,39
10434805,37,10,19
10434859,37,19,15
10435082,36,37,15
10435123,37,2,15
10435217,37,26,2
10435255,36,37,10
10435285,36,37,15
10435329,10,15,36
10435337,37,2,12
10435434,37,12,15
10435444,15,2,10
10435474,10,12,48
10435527,37,15,2
10435680,12,36,37
10435818,13,37,10
10435975,15,37,2
10435990,37,15,2
10436015,36,15,2
10436022,19,37,2
10436032,37,36,15
10436072,37,26,2
10436074,36,10,37
10436105,36,37,15
10436133,2,12,21
10436135,37,15,2
10436141,36,37,15
10436154,37,15,6
10436166,36,37,15
10436190,37,2,15
10436224,15,2,48
10436236,36,37,2
10436270,37,15,36
10436275,37,19,15
10436281,36,2,19
10436302,10,22,15
10436389,48,19,21
10436485,48,37,2
10436504,37,2,15
10436507,2,15,19
10436517,37,2,48
10436561,19,2,18
10436627,13,10,15
10436666,48,37,15
10436770,15,2,39
10436790,13,2,10
10436836,2,37,19
10437039,39,15,10
10437116,37,15,2
10437182,37,15,2
10437202,10,13,37
10437251,37,2,15
10437295,10,2,19
10437430,36,37,10
10437440,36,10,2
10437463,15,2,10
10437485,37,2,15
10437565,37,36,2
10437570,15,2,12
10437583,36,10,37
10437584,10,13,6
10437609,10,13,15
10437649,36,37,15
10437714,37,10,15
10437786,19,37,2
10437910,36,2,37
10437920,36,37,2
10438024,37,36,10
10438026,37,36,10
10438127,37,15,12
10438129,37,2,15
10438239,36,2,10
10438244,36,15,37
10438285,2,15,48
10438314,48,36,15
10438365,15,25,2
10438396,36,37,12
10438510,37,15,2
10438625,48,10,15
10438675,36,2,10
10438696,36,37,10
10438784,10,37,19
10438874,15,13,48
10438898,48,37,10
10438926,6,15,26
10439017,48,15,39
10439022,2,10,37
10439048,15,2,10
10439087,13,10,12
10439211,10,36,19
10439226,12,19,37
10439281,10,21,15
10439407,37,18,12
10439436,13,48,37
10439449,15,48,36
10439515,37,15,2
10439519,36,2,37
10439621,12,15,37
10439666,37,15,2
10439701,37,15,2
10439738,37,36,15
10439751,37,2,21
10439752,19,37,2
10439802,37,48,2
10439829,36,37,15
10439837,15,37,2
10439870,37,15,36
10439912,37,2,15
10439925,10,37,48
10439939,48,36,15
10440077,37,15,19
10440095,10,37,15
10440167,12,10,21
10440261,10,36,2
10440293,48,12,19
10440358,37,12,15
10440498,37,2,15
10440541,37,2,15
10440611,13,2,15
10440640,39,19,37
10440670,15,10,6
10440686,2,37,15
10440706,12,2,15
10440719,21,15,37
10440801,13,10,15
10440816,10,12,37
10440840,37,10,2
10440884,48,15,13
10440887,13,10,48
10440893,37,15,36
10440973,36,15,48
10440980,48,2,36
10440983,2,10,37
10441127,2,6,12
10441194,37,15,2
10441198,22,37,2
10441265,13,10,36
10441348,13,15,12
10441475,36,2,15
10441503,2,10,15
10441523,10,2,37
10441525,10,2,18
10441831,37,2,48
10441865,36,37,10
10441932,13,10,48
10442027,37,2,15
10442069,37,48,2
10442091,37,2,15
10442207,10,2,15
10442244,36,10,15
10442250,36,13,2
10442292,37,36,6
10442312,13,37,2
10442377,37,48,25
10442381,37,2,21
10442415,2,15,37
10442444,15,10,2
10442528,10,37,26
10442558,18,26,2
10442627,48,2,37
10442726,37,15,2
10442803,18,15,21
10442884,15,36,6
10442889,15,10,2
10442909,10,37,2
10442910,36,15,6
10442913,15,36,37
10442926,48,10,15
10443010,37,2,15
10443016,15,37,2
10443041,2,36,10
10443177,37,36,10
10443217,37,15,2
10443240,10,15,48
10443250,37,48,15
10443265,10,37,13
10443277,2,19,37
10443330,37,2,15
10443346,37,36,13
10443363,37,15,6
10443366,36,37,15
10443432,48,2,15
10443473,2,37,15
10443478,2,15,36
10443567,10,15,39
10443627,2,19,26
10443827,37,15,2
10443889,37,36,26
10443920,36,37,10
10443925,15,37,2
10443952,37,48,2
10444011,48,37,10
10444080,37,36,10
10444185,36,37,15
10444340,18,2,37
10444371,37,10,12
10444507,37,2,15
10444521,37,15,10
10444591,2,39,18
10444718,2,37,15
10444826,36,15,37
10444856,37,2,36
10444954,2,19,10
10444985,13,36,15
10445040,48,2,37
10445156,37,36,12
10445204,13,15,18
10445209,12,10,36
10445305,36,37,15
10445379,48,10,36
10445407,37,15,19
